class_0,mmr_0,class_1,mmr_1,class_2,mmr_2,class_3,mmr_3,class_4,mmr_4,class_5,mmr_5,class_6,mmr_6,class_7,mmr_7,class_8,mmr_8,class_9,mmr_9,win,kerri_win_pct
Scientist,1740,Ascendant,1200,Ascendant,1200,Prophet,1460,Scientist,1440,Ascendant,1900,Dark Templar,1380.0,Ascendant,1920.0,Zagara,1500.0,,,Kerrigan,0.39840525
Selendis,1460,Nomad,1320,Ascendant,1420,Ascendant,1520,Scientist,1200,Scientist,1200,Ares,1420.0,Zagara,1320.0,Dehaka,1020.0,,,Survivor,0.37980303
Scientist,1340,Spirit,1560,Stukov,1200,Prophet,1300,Ascendant,1540,Dehaka,1760,Spirit,2120.0,Team Nova,1360.0,Ascendant,1200.0,,,Survivor,0.73296404
Helios,1560,Selendis,1520,Mira,1320,Scientist,1220,Spirit,1560,Stukov,1600,Spirit,1440.0,Zagara,1640.0,Kerrigan,1140.0,Selendis,1500.0,Survivor,0.4405451
Ascendant,2280,Scientist,1300,Artanis,1620,Stukov,1240,Team Nova,1720,Zagara,1180,Scientist,1200.0,Dehaka,1240.0,Spirit,1200.0,Spirit,1280.0,Survivor,0.18240893
Nomad,1900,Mira,1500,Selendis,1340,Dehaka,1140,Zagara,1440,Ascendant,1100,Stukov,1180.0,Nomad,1400.0,Engineer,1760.0,Ascendant,1200.0,Survivor,0.33311525
Prophet,1480,Spirit,1520,Nomad,1440,Swann,1140,Dehaka,1040,Nomad,1500,Niadra,1240.0,Dark Templar,1540.0,Selendis,1460.0,Ascendant,1200.0,Survivor,0.22759768
Ares,1640,Dehaka,2240,Zagara,1300,Ascendant,1440,Scientist,1360,Selendis,1380,Prophet,1160.0,Ascendant,1180.0,Stukov,1200.0,,,Kerrigan,0.8962778
Ascendant,1640,Dehaka,1500,Scientist,1600,Selendis,1680,Scion,1960,Prophet,1940,Zagara,1500.0,Artanis,1580.0,Spirit,1360.0,Stukov,1420.0,Kerrigan,0.26468357
Dehaka,1000,Spirit,1460,Zagara,1460,Nomad,1280,Ascendant,1540,Swann,1140,Team Nova,900.0,Ascendant,1440.0,Dark Templar,1500.0,Nomad,1440.0,Survivor,0.3814559
Scion,2220,Artanis,1420,Scientist,1560,Helios,1440,Dark Templar,1480,Spirit,1660,Kerrigan,1280.0,Selendis,1400.0,Zagara,1180.0,Engineer,1840.0,Survivor,0.1067421
Ares,1460,Zagara,1260,Helios,1380,Dehaka,2060,Selendis,1600,Spirit,1540,Helios,1520.0,Team Nova,1880.0,Ascendant,1600.0,,,Kerrigan,0.63359064
Spirit,1760,Niadra,1120,Selendis,1520,Dehaka,1820,Spirit,1560,Prophet,1300,Stukov,1400.0,Ascendant,1200.0,Artanis,1360.0,Selendis,1760.0,Survivor,0.47119758
Artanis,1140,Scientist,2020,Zagara,1420,Artanis,1740,Scientist,1180,Kerrigan,1340,Stukov,1540.0,Prophet,1780.0,Team Nova,1460.0,Spirit,1220.0,Survivor,0.30319154
Spirit,1900,Selendis,1860,Prophet,1700,Ascendant,1200,Zagara,1180,Ascendant,1780,Ascendant,1140.0,Dehaka,1580.0,Ascendant,1200.0,Spirit,1500.0,Survivor,0.30272537
Scientist,1880,Dark Templar,1220,Nomad,1240,Ascendant,1540,Stukov,1260,Dehaka,1680,Scientist,1640.0,Nomad,1180.0,Ascendant,1440.0,Niadra,1180.0,Survivor,0.48414528
Scientist,2120,Engineer,1280,Team Nova,1480,Ascendant,1340,Dehaka,1400,Helios,1380,Selendis,1720.0,Artanis,1340.0,Nomad,1460.0,,,Survivor,0.30559033
Scientist,1700,Selendis,1340,Zagara,1820,Prophet,1640,Swann,2200,Spirit,1240,Dehaka,1740.0,Helios,1380.0,Dark Templar,1240.0,Stukov,2080.0,Survivor,0.55520487
Nomad,1560,Dehaka,1180,Scientist,1840,Ascendant,1360,Ascendant,1480,Ascendant,1200,Team Nova,1880.0,Swann,1400.0,Zagara,1360.0,Ascendant,1620.0,Survivor,0.20008416
Scientist,1720,Team Nova,1600,Mira,2260,Zagara,1160,Swann,2460,Spirit,1760,Prophet,1360.0,Mira,1520.0,Helios,1500.0,Kerrigan,1540.0,Survivor,0.07504565
Prophet,1380,Scientist,2360,Nomad,1320,Selendis,1320,Mira,1520,Selendis,660,Niadra,980.0,Thakras,1220.0,Swann,1440.0,Stukov,1160.0,Survivor,0.13061942
Swann,1460,Ascendant,1280,Scientist,1560,Prophet,2040,Team Nova,1780,Kerrigan,2100,Spirit,1840.0,Selendis,1320.0,Scientist,1180.0,Niadra,1380.0,Kerrigan,0.6370936
Kerrigan,1340,Scientist,1420,Dark Templar,1540,Mira,1220,Zagara,1440,Prophet,1420,Ascendant,1200.0,Selendis,1180.0,Engineer,1900.0,Artanis,1120.0,Survivor,0.46496755
Swann,1840,Dehaka,2520,Ares,1380,Selendis,1340,Ascendant,1600,Ascendant,1200,Mira,1640.0,Helios,1900.0,Zagara,2300.0,Selendis,1560.0,Kerrigan,0.97069824
Kerrigan,1920,Spirit,1680,Ascendant,1200,Swann,1360,Prophet,1280,Scientist,1800,Dark Templar,1600.0,Spirit,1800.0,Zagara,1220.0,Ascendant,1280.0,Survivor,0.55279684
Dark Templar,1500,Kerrigan,1300,Selendis,1300,Prophet,1360,Scientist,1540,Scientist,1200,Stukov,2060.0,Ares,1420.0,Zagara,2380.0,,,Kerrigan,0.8266162
Dehaka,1680,Engineer,1420,Nomad,1420,Nomad,1380,Prophet,1480,Ascendant,1540,Swann,1320.0,Mira,1340.0,Zagara,1120.0,Artanis,1500.0,Kerrigan,0.5192602
Stukov,1560,Spirit,1600,Kerrigan,1820,Stukov,1720,Nomad,1780,Zagara,1120,Stukov,1280.0,Stukov,600.0,Prophet,1780.0,Ascendant,1160.0,Kerrigan,0.48243392
Ares,1860,Zagara,1440,Ascendant,1200,Dark Templar,1280,Scientist,1200,Kerrigan,1320,Spirit,1200.0,Nomad,1880.0,Mira,1660.0,,,Survivor,0.438473
Selendis,1520,Prophet,1480,Zagara,1220,Ascendant,1460,Ares,1300,Selendis,1520,Nomad,1180.0,Dehaka,1160.0,Artanis,1380.0,Ascendant,1200.0,Survivor,0.31998637
Stukov,880,Nomad,1380,Scientist,1880,Dehaka,1280,Prophet,1360,Spirit,1480,Zagara,1440.0,Spirit,1540.0,Swann,1840.0,Ascendant,1200.0,Survivor,0.32896248
Nomad,1440,Selendis,1300,Selendis,1380,Dark Templar,1620,Zagara,1200,Ascendant,1440,Dehaka,2340.0,Prophet,1420.0,,,,,Kerrigan,0.87000126
Dehaka,2280,Prophet,2220,Ascendant,1140,Ascendant,1360,Team Nova,1780,Dark Templar,1660,Scientist,1540.0,Zagara,1140.0,Selendis,1280.0,Selendis,1140.0,Kerrigan,0.60790455
Mira,1500,Ascendant,2500,Mira,1160,Nomad,1640,Swann,1640,Stukov,1400,Niadra,1820.0,Spirit,2040.0,Prophet,1220.0,Thakras,1260.0,Kerrigan,0.24318491
Prophet,2560,Dehaka,1140,Scientist,1880,Helios,1560,Ascendant,1240,Zagara,1440,Mira,1460.0,Stukov,920.0,Mira,1820.0,Ares,1440.0,Survivor,0.10798524
Scientist,1860,Ascendant,1400,Prophet,1480,Kerrigan,1240,Dark Templar,1220,Stukov,1380,Artanis,1240.0,Swann,1480.0,Ascendant,1200.0,Zagara,1940.0,Survivor,0.6793087
Spirit,1980,Zagara,1240,Scientist,1500,Scientist,1680,Engineer,1860,Ascendant,1200,Selendis,1160.0,Dehaka,1840.0,Team Nova,1800.0,Nomad,1500.0,Kerrigan,0.36794585
Swann,1100,Spirit,1440,Ascendant,1580,Selendis,1260,Zagara,1200,Dehaka,1860,Scientist,1180.0,Scientist,2060.0,Ascendant,1540.0,Stukov,1520.0,Survivor,0.52547055
Kerrigan,1040,Selendis,1220,Stukov,1680,Team Nova,1320,Ares,1200,Zagara,1200,Scientist,1220.0,Scientist,1240.0,Ascendant,1220.0,Mira,1540.0,Kerrigan,0.29771927
Prophet,1960,Ares,1440,Kerrigan,1600,Scientist,1040,Scientist,1720,Scientist,2200,Ascendant,1340.0,Spirit,1280.0,Zagara,1280.0,Ascendant,1960.0,Survivor,0.23374657
Ascendant,1180,Ascendant,1160,Scientist,1400,Zagara,980,Nomad,1540,Dehaka,1440,Ascendant,1320.0,Dark Templar,1460.0,Ascendant,1220.0,Selendis,1280.0,Kerrigan,0.42415452
Dark Templar,1900,Prophet,2440,Kerrigan,1960,Zagara,1380,Scientist,1460,Scientist,1340,Team Nova,2000.0,Selendis,1340.0,Selendis,1160.0,Stukov,1200.0,Kerrigan,0.43128908
Thakras,2440,Ascendant,2180,Prophet,1340,Ascendant,1180,Stukov,1340,Swann,1600,Zagara,2280.0,Scientist,1200.0,Stukov,1880.0,Stukov,1200.0,Kerrigan,0.9693648
Zagara,1180,Ascendant,2080,Kerrigan,2340,Ascendant,1220,Stukov,1240,Dark Templar,1780,Helios,1560.0,Engineer,1620.0,Ascendant,1200.0,Prophet,1100.0,Kerrigan,0.72639203
Selendis,1520,Dehaka,1360,Mira,1360,Scientist,1200,Stukov,1400,Niadra,1900,Engineer,1540.0,Artanis,1340.0,Ares,1240.0,Spirit,1320.0,Kerrigan,0.7876268
Scientist,1600,Team Nova,1380,Dehaka,1260,Spirit,1220,Mira,1240,Niadra,2440,Ascendant,1240.0,Engineer,1800.0,Spirit,1920.0,,,Kerrigan,0.85262626
Scientist,2240,Swann,1520,Prophet,1140,Scientist,1340,Scientist,1560,Ascendant,1000,Kerrigan,1020.0,Zagara,1920.0,Selendis,1360.0,Ascendant,1560.0,Kerrigan,0.40362608
Spirit,1520,Scientist,1200,Stukov,1200,Zagara,1600,Ares,1220,Dehaka,1940,Selendis,1180.0,Spirit,1880.0,Artanis,2460.0,Team Nova,2060.0,Survivor,0.5712382
Team Nova,2000,Dark Templar,1760,Ascendant,1820,Dehaka,1360,Prophet,2260,Ares,1100,Stukov,1220.0,Niadra,1160.0,Stukov,2060.0,Ascendant,1240.0,Survivor,0.08668521
Ascendant,1500,Prophet,1740,Stukov,820,Stukov,1920,Kerrigan,1400,Scientist,1380,Zagara,1200.0,Scientist,1360.0,Stukov,1620.0,Ascendant,1420.0,Survivor,0.26583865
Nomad,1560,Zagara,1520,Scion,1900,Dehaka,1100,Prophet,1260,Scientist,1120,Stukov,1640.0,Ascendant,1220.0,Selendis,1420.0,Dark Templar,1920.0,Survivor,0.24291827
Dehaka,1920,Ascendant,1800,Prophet,1760,Ares,1200,Zagara,1760,Spirit,1360,Stukov,1200.0,Mira,1740.0,Scientist,980.0,Selendis,1200.0,Kerrigan,0.8621989
Scientist,2200,Artanis,2060,Spirit,1540,Thakras,1140,Dark Templar,1460,Prophet,1460,Zagara,1540.0,Ares,1160.0,Artanis,1240.0,Ascendant,1180.0,Survivor,0.21041678
Mira,1860,Scientist,1360,Niadra,1080,Ascendant,1240,Dehaka,1580,Stukov,1180,Artanis,1260.0,Ascendant,2180.0,Stukov,1100.0,Ares,1180.0,Survivor,0.3349761
Team Nova,1400,Kerrigan,1300,Engineer,1600,Ascendant,1460,Selendis,1520,Prophet,1620,Scientist,1200.0,Zagara,1220.0,Scientist,1340.0,Ares,1120.0,Survivor,0.3280638
Prophet,1860,Stukov,800,Nomad,2020,Ascendant,1360,Spirit,1680,Scientist,1300,Spirit,1460.0,Ascendant,1220.0,Kerrigan,1100.0,Niadra,1200.0,Survivor,0.15171544
Selendis,1920,Dehaka,1860,Prophet,1100,Selendis,1880,Zagara,2000,Ares,1920,Spirit,1180.0,Ascendant,1200.0,Ascendant,1200.0,Ascendant,1200.0,Kerrigan,0.88557196
Spirit,1860,Ascendant,1200,Nomad,1840,Selendis,1180,Ascendant,1180,Zagara,1260,Selendis,1460.0,Kerrigan,1180.0,Ares,1920.0,Prophet,1820.0,Survivor,0.15457778
Team Nova,1500,Zagara,2480,Prophet,1640,Helios,1560,Swann,1780,Artanis,1200,Kerrigan,1260.0,Ascendant,1500.0,Ascendant,1200.0,Spirit,1300.0,Kerrigan,0.8529657
Team Nova,1560,Thakras,1920,Nomad,1440,Prophet,1960,Spirit,1600,Scientist,2140,Scientist,2540.0,Zagara,1620.0,Ascendant,2060.0,Swann,2080.0,Survivor,0.20196435
Scientist,1520,Dark Templar,1600,Zagara,1220,Selendis,1560,Ascendant,1160,Scientist,1800,Kerrigan,2200.0,Ascendant,1180.0,Spirit,1500.0,Mira,1880.0,Survivor,0.63343805
Niadra,1240,Kerrigan,1420,Prophet,1480,Stukov,1200,Artanis,1180,Selendis,1340,Nomad,1420.0,Artanis,1180.0,Stukov,1180.0,,,Kerrigan,0.6319475
Spirit,1420,Dehaka,2580,Artanis,1340,Prophet,1940,Stukov,1760,Scientist,2160,Artanis,1180.0,Ascendant,1680.0,Ares,1200.0,,,Kerrigan,0.9784895
Niadra,1420,Ascendant,1240,Ares,1880,Engineer,1380,Swann,1160,Ascendant,1200,Dehaka,1320.0,Mira,1720.0,Ares,1200.0,Ascendant,1180.0,Survivor,0.4766724
Niadra,1400,Mira,1480,Ascendant,1260,Mira,1360,Scientist,2320,Thakras,1080,Engineer,1400.0,Stukov,820.0,Stukov,1880.0,Prophet,1520.0,Survivor,0.14576557
Dehaka,1800,Ares,1800,Team Nova,1580,Zagara,2580,Spirit,1140,Nomad,1560,Scientist,1320.0,Selendis,1320.0,Ascendant,1200.0,Ascendant,1200.0,Kerrigan,0.97160214
Nomad,1500,Dark Templar,1580,Dehaka,1140,Team Nova,1500,Ares,1180,Zagara,1400,Scientist,1200.0,Selendis,1520.0,Ascendant,1220.0,Ascendant,1200.0,Kerrigan,0.41347173
Selendis,1160,Spirit,1720,Dark Templar,1560,Dehaka,1220,Niadra,1360,Artanis,1740,Scientist,1520.0,Ascendant,1240.0,Prophet,1160.0,Team Nova,1620.0,Kerrigan,0.2849122
Ascendant,1800,Niadra,1960,Stukov,2500,Thakras,1060,Swann,1900,Stukov,1880,Spirit,1540.0,Prophet,1580.0,Ascendant,1200.0,Nomad,1140.0,Survivor,0.18340898
Ascendant,1180,Ascendant,1420,Nomad,2140,Stukov,1260,Ascendant,1180,Zagara,1200,Scientist,1600.0,Scientist,1620.0,Kerrigan,1180.0,Dark Templar,2160.0,Survivor,0.10459782
Selendis,1680,Prophet,1840,Team Nova,1920,Dehaka,1040,Scientist,1520,Spirit,1780,Ascendant,1540.0,Mira,1620.0,Dark Templar,1320.0,Niadra,1500.0,Survivor,0.13063109
Helios,1200,Ares,1200,Zagara,1240,Scientist,1240,Prophet,1140,Spirit,1400,Selendis,1240.0,Dehaka,1180.0,Scientist,1420.0,Ascendant,1180.0,Kerrigan,0.5020554
Mira,1940,Zagara,1160,Swann,1600,Nomad,2060,Artanis,2220,Prophet,2180,Dehaka,2240.0,Spirit,1840.0,Helios,1440.0,Ascendant,1220.0,Kerrigan,0.2790346
Niadra,1140,Selendis,1300,Prophet,1180,Mira,1460,Dehaka,1280,Mira,1620,Selendis,1300.0,Ascendant,1040.0,Nomad,1120.0,,,Survivor,0.45455518
Kerrigan,2100,Niadra,1300,Prophet,1380,Scientist,1380,Swann,1400,Artanis,1400,Artanis,1180.0,Ares,1280.0,Nomad,1560.0,Ascendant,1200.0,Kerrigan,0.8447944
Dehaka,1360,Helios,1860,Ares,1840,Mira,1900,Stukov,1720,Ascendant,1200,Ascendant,1120.0,Ascendant,1420.0,Mira,1780.0,,,Survivor,0.20433557
Stukov,1420,Prophet,1280,Dark Templar,1820,Zagara,1500,Spirit,1860,Team Nova,1280,Kerrigan,1720.0,Scientist,1480.0,Selendis,1240.0,Nomad,1180.0,Kerrigan,0.612192
Ascendant,1200,Zagara,1380,Selendis,1540,Selendis,1540,Team Nova,1660,Dark Templar,1740,Kerrigan,1220.0,Ascendant,1200.0,Ascendant,1200.0,Selendis,1520.0,Survivor,0.32602468
Ascendant,1220,Thakras,1140,Mira,1540,Stukov,1200,Scientist,1200,Prophet,1320,Stukov,1200.0,Swann,960.0,Niadra,1960.0,Scientist,1200.0,Kerrigan,0.8278612
Niadra,1340,Scion,1840,Ascendant,1180,Stukov,1200,Mira,2000,Dehaka,1720,Spirit,1720.0,Nomad,1860.0,Artanis,1560.0,Team Nova,1800.0,Kerrigan,0.27514642
Zagara,1180,Selendis,1380,Ascendant,1520,Nomad,1420,Selendis,1580,Kerrigan,1780,Prophet,1680.0,Ascendant,1380.0,Helios,1520.0,Stukov,600.0,Kerrigan,0.5685085
Dark Templar,1700,Scientist,1380,Swann,1160,Ares,1120,Nomad,1460,Spirit,1380,Ascendant,1200.0,Niadra,1000.0,Engineer,1300.0,,,Survivor,0.18481277
Scientist,2160,Ascendant,1100,Kerrigan,1060,Spirit,1440,Zagara,1200,Spirit,1440,Selendis,1040.0,Nomad,1460.0,Prophet,1120.0,Stukov,1620.0,Survivor,0.16764554
Niadra,1020,Prophet,1600,Dark Templar,1340,Spirit,1420,Artanis,1520,Helios,1600,Kerrigan,1400.0,Ascendant,600.0,Stukov,1460.0,Artanis,1600.0,Kerrigan,0.27955338
Team Nova,940,Scientist,2300,Stukov,1880,Spirit,1360,Prophet,1820,Zagara,1300,Scientist,1240.0,Kerrigan,1340.0,Ares,1180.0,Scientist,1200.0,Survivor,0.23566741
Scientist,1480,Scientist,1440,Selendis,1420,Dehaka,1340,Artanis,1200,Team Nova,1660,Ascendant,1260.0,Zagara,1060.0,Selendis,1500.0,Selendis,1340.0,Survivor,0.29022452
Dehaka,1980,Helios,1380,Zagara,1240,Ascendant,1360,Dark Templar,1580,Spirit,1640,Scientist,1560.0,Ascendant,1500.0,Prophet,1360.0,,,Kerrigan,0.6930253
Artanis,2200,Prophet,1560,Dark Templar,1660,Niadra,960,Scientist,2000,Scientist,1900,Kerrigan,1080.0,Ares,1200.0,Selendis,1220.0,Ares,1180.0,Survivor,0.04859515
Dark Templar,1780,Scientist,1520,Stukov,700,Helios,1460,Zagara,1180,Selendis,1480,Artanis,1460.0,Kerrigan,1480.0,Selendis,1200.0,Ascendant,1200.0,Survivor,0.4419292
Selendis,1680,Dark Templar,1560,Selendis,1220,Prophet,1520,Ascendant,1680,Ascendant,1200,Zagara,1160.0,Kerrigan,1140.0,Ascendant,1200.0,Spirit,1520.0,Survivor,0.20728135
Nomad,1760,Spirit,1480,Scientist,2500,Stukov,600,Thakras,1480,Team Nova,1760,Selendis,1480.0,Swann,2040.0,Prophet,2120.0,Zagara,1280.0,Survivor,0.09470738
Zagara,2580,Spirit,1860,Artanis,1720,Swann,1140,Prophet,1980,Artanis,1200,Dehaka,1100.0,Stukov,1200.0,Scientist,1240.0,Ascendant,1180.0,Survivor,0.85458946
Zagara,1840,Dehaka,1200,Nomad,1400,Spirit,1580,Spirit,1780,Stukov,1400,Swann,900.0,Selendis,1460.0,Selendis,1520.0,Stukov,1400.0,Kerrigan,0.58304256
Scientist,2320,Kerrigan,2280,Zagara,2280,Selendis,1820,Dark Templar,2060,Spirit,1860,Ascendant,1620.0,Prophet,2240.0,Stukov,1860.0,Helios,2060.0,Kerrigan,0.6576427
Spirit,1760,Nomad,2380,Spirit,2380,Selendis,1880,Dehaka,1620,Stukov,1240,Scientist,1760.0,Scientist,1180.0,,,,,Survivor,0.26931185
Scientist,1780,Prophet,1260,Dark Templar,1460,Kerrigan,1080,Zagara,1460,Selendis,1140,Ascendant,1440.0,Team Nova,1480.0,Nomad,1640.0,Ares,1840.0,Survivor,0.21793923
Dehaka,2520,Dark Templar,1580,Prophet,1320,Stukov,1420,Spirit,1660,Niadra,1180,Ascendant,1300.0,Helios,2380.0,Ascendant,2200.0,Scientist,1900.0,Kerrigan,0.5238154
Zagara,2360,Dehaka,1040,Prophet,1800,Ascendant,1160,Spirit,1380,Ascendant,600,Ascendant,1300.0,Swann,1360.0,Stukov,2020.0,Nomad,1260.0,Kerrigan,0.75483024
Zagara,1280,Scientist,1640,Kerrigan,1200,Selendis,1900,Prophet,1520,Selendis,1600,Ares,1480.0,Ascendant,1440.0,Ascendant,1200.0,Scientist,1200.0,Survivor,0.20224087
Nomad,1360,Selendis,1680,Artanis,1860,Dehaka,1220,Swann,1620,Dark Templar,680,Stukov,1460.0,Ascendant,1180.0,Prophet,1120.0,Zagara,1140.0,Survivor,0.24826549
Mira,1860,Ascendant,1160,Spirit,1560,Swann,1720,Mira,1520,Stukov,1200,Dehaka,1140.0,Mira,1260.0,Prophet,1240.0,,,Survivor,0.18469389
Stukov,1900,Scientist,1660,Spirit,1900,Dark Templar,1240,Spirit,1460,Selendis,2160,Dehaka,2280.0,Helios,1620.0,Prophet,1560.0,,,Kerrigan,0.89268804
Ascendant,1900,Spirit,1620,Scientist,1640,Scientist,1060,Zagara,1540,Selendis,1760,Helios,1840.0,Team Nova,1580.0,Dark Templar,1780.0,Dehaka,1200.0,Survivor,0.17792846
Zagara,1440,Kerrigan,1400,Team Nova,1580,Scientist,1280,Spirit,2440,Stukov,1740,Prophet,1000.0,Ascendant,1200.0,Stukov,1200.0,Swann,1760.0,Survivor,0.25981653
Ascendant,1180,Zagara,1340,Scientist,1280,Prophet,1420,Swann,1280,Ascendant,1200,Helios,1260.0,Selendis,1140.0,Spirit,1720.0,Dehaka,1200.0,Survivor,0.4573629
Ascendant,1360,Scientist,2040,Ascendant,2440,Dehaka,2520,Stukov,1400,Swann,1920,Dark Templar,1920.0,Spirit,1700.0,Zagara,1220.0,Mira,1360.0,Survivor,0.4918327
Dark Templar,1260,Nomad,1580,Prophet,2580,Kerrigan,2000,Helios,1800,Zagara,1240,Scientist,1160.0,Scientist,1200.0,Ascendant,1660.0,,,Kerrigan,0.43302876
Ares,1300,Dehaka,2340,Team Nova,1540,Ascendant,1220,Ascendant,1200,Niadra,1280,Scientist,1240.0,Selendis,1360.0,Nomad,1620.0,Ascendant,2580.0,Kerrigan,0.7054968
Kerrigan,1400,Spirit,1120,Team Nova,1640,Prophet,1360,Helios,1120,Ascendant,1320,Ares,1300.0,Zagara,2060.0,Ascendant,1200.0,Ascendant,1200.0,Kerrigan,0.88037246
Dehaka,2580,Ascendant,1780,Selendis,1600,Scientist,1760,Ascendant,1480,Scientist,1380,Scientist,1300.0,Zagara,1200.0,Team Nova,1800.0,Nomad,1600.0,Kerrigan,0.7919413
Team Nova,960,Artanis,1220,Stukov,1580,Dehaka,820,Zagara,1720,Stukov,1660,Engineer,1560.0,Artanis,1080.0,Artanis,1180.0,Ascendant,1360.0,Survivor,0.45949546
Scion,2100,Team Nova,2400,Stukov,1660,Selendis,2020,Scientist,1240,Zagara,1900,Dehaka,960.0,Selendis,1040.0,Artanis,1620.0,,,Kerrigan,0.19293576
Prophet,1200,Dark Templar,1520,Zagara,1540,Mira,1380,Spirit,1120,Stukov,1160,Selendis,940.0,Dehaka,1940.0,Scientist,1200.0,,,Kerrigan,0.9186013
Prophet,1560,Team Nova,1560,Artanis,1520,Thakras,1720,Engineer,1500,Engineer,1800,Ascendant,1320.0,Scientist,1260.0,Zagara,1400.0,Dark Templar,1140.0,Kerrigan,0.5701435
Scientist,1840,Stukov,1360,Ascendant,1200,Kerrigan,1180,Artanis,1180,Ascendant,1500,Prophet,1340.0,Zagara,1300.0,Artanis,1220.0,Stukov,1660.0,Kerrigan,0.30448934
Scientist,2180,Zagara,2220,Selendis,1380,Ascendant,1100,Selendis,1280,Dehaka,1900,Ares,1160.0,Scientist,1420.0,Spirit,1180.0,Mira,1540.0,Kerrigan,0.9282289
Selendis,1320,Artanis,1400,Selendis,2560,Mira,1380,Prophet,1660,Kerrigan,1140,Dark Templar,1140.0,Ascendant,2520.0,Zagara,1200.0,,,Survivor,0.05401102
Dehaka,1060,Dark Templar,1240,Selendis,1140,Helios,1940,Prophet,1460,Niadra,1340,Mira,1460.0,Selendis,1520.0,Selendis,1780.0,Ascendant,1560.0,Kerrigan,0.15244673
Dehaka,2060,Dark Templar,1260,Scientist,1660,Helios,1440,Stukov,1200,Prophet,1200,Spirit,1640.0,Zagara,1380.0,Mira,1740.0,,,Kerrigan,0.8019247
Dehaka,1240,Team Nova,1680,Helios,1380,Swann,1560,Stukov,1660,Nomad,1860,Zagara,1320.0,Selendis,1600.0,Prophet,1360.0,Ascendant,1580.0,Survivor,0.17419621
Ares,2060,Mira,1780,Zagara,1040,Stukov,1880,Artanis,1240,Stukov,1240,Prophet,1220.0,Selendis,1220.0,Dehaka,1180.0,Ascendant,1560.0,Survivor,0.1139701
Selendis,1280,Prophet,2580,Spirit,2020,Kerrigan,1480,Zagara,1240,Dark Templar,1280,Team Nova,1620.0,Stukov,1500.0,Scientist,1840.0,Ares,1620.0,Survivor,0.08860272
Scientist,1200,Selendis,1260,Artanis,1380,Zagara,1020,Dark Templar,1220,Engineer,1380,Ascendant,1180.0,Team Nova,1340.0,Kerrigan,1060.0,Mira,1140.0,Survivor,0.3210661
Dehaka,1260,Artanis,1500,Dark Templar,1780,Nomad,1500,Ascendant,1580,Prophet,1160,Mira,1500.0,Zagara,1780.0,Selendis,1460.0,Ascendant,1740.0,Survivor,0.45839778
Zagara,1340,Prophet,1680,Scientist,1520,Mira,1860,Selendis,1760,Kerrigan,1380,Scientist,2440.0,Ascendant,2480.0,Swann,1680.0,Stukov,1580.0,Survivor,0.049168404
Scientist,1780,Ares,2180,Scientist,1220,Zagara,1180,Dehaka,1220,Spirit,1160,Dark Templar,1380.0,Scientist,1200.0,Prophet,1520.0,,,Survivor,0.19155328
Thakras,2500,Dark Templar,2120,Stukov,1680,Ares,1160,Swann,1460,Mira,1480,Ascendant,1220.0,Niadra,960.0,Stukov,1740.0,Ascendant,1200.0,Kerrigan,0.70259196
Prophet,1420,Dark Templar,1860,Zagara,1220,Ascendant,1220,Selendis,1420,Ascendant,1360,Ascendant,1760.0,Ascendant,1380.0,Dehaka,1360.0,Ascendant,1240.0,Kerrigan,0.27215272
Dehaka,2040,Spirit,2220,Swann,1660,Ascendant,1320,Zagara,1400,Artanis,1180,Prophet,1400.0,Scientist,1200.0,Ascendant,1200.0,Ascendant,1200.0,Kerrigan,0.7304026
Dehaka,1180,Spirit,1420,Ascendant,1860,Stukov,1260,Scientist,1200,Ares,1200,Scientist,1020.0,Selendis,1240.0,Spirit,1280.0,,,Survivor,0.34349322
Artanis,1280,Niadra,1180,Dehaka,2240,Stukov,1340,Ares,1220,Ascendant,1240,Prophet,1300.0,,,,,,,Kerrigan,0.93858624
Ares,1760,Spirit,1240,Scientist,1500,Nomad,1820,Zagara,1560,Stukov,1300,Kerrigan,1600.0,Swann,1300.0,Stukov,1640.0,Spirit,2040.0,Kerrigan,0.4499085
Prophet,1040,Ares,1160,Ares,1340,Zagara,1200,Dehaka,1220,Stukov,1200,Scientist,1340.0,Artanis,1360.0,Ares,1200.0,Scientist,1200.0,Kerrigan,0.5428409
Selendis,1900,Spirit,1300,Ascendant,1640,Zagara,1060,Swann,1160,Scientist,1380,Thakras,1140.0,Prophet,1360.0,Helios,1120.0,Dark Templar,1420.0,Survivor,0.16637672
Ascendant,1000,Niadra,1800,Scientist,1200,Scientist,1200,Spirit,1180,Ascendant,1200,Spirit,1280.0,Thakras,1380.0,Ascendant,1200.0,Dark Templar,1340.0,Kerrigan,0.8768874
Scientist,1200,Prophet,1360,Ascendant,1600,Selendis,1440,Zagara,1100,Spirit,1540,Kerrigan,1140.0,Ascendant,1200.0,Spirit,1140.0,Scientist,1200.0,Survivor,0.29705572
Selendis,1860,Prophet,1320,Ascendant,1240,Ares,1200,Zagara,1160,Ascendant,1460,Spirit,1600.0,Mira,1480.0,Nomad,1460.0,Dehaka,1400.0,Kerrigan,0.29212287
Zagara,1380,Swann,1800,Dehaka,1240,Dark Templar,2160,Ascendant,1160,Team Nova,1780,Stukov,1200.0,Ares,2100.0,Ascendant,1440.0,Artanis,1260.0,Survivor,0.13812919
